Term	boolean	country	day	establishmentMeans	institutionCode	lifeStage	month	plateWell	processingLab	sequencingLab	sex	typeStatus	year
					NNKN								
					NNM								
					NNMB								
					NNMN								
					NNSU<IH>								
					NO<IH>								
					NOAA								
					NOAS								
					NOCC<IH>								
					NODCAR								
					NOI								
					NOLS<IH>								
					NOSU<IH>								
					NOT<IH>								
					NOTM<IH>								
					NOU<IH>								
					NPA<IH>								
					NPB<IH>								
					NPC								
					NPIB								
					NPP								
					NPRI<IH>								
					NPSC								
					NPT<IH>								
					NPWRC<IH>								
					NRC								
					NRCC<IH>								
					NRIBAS								
					NRIC								
					NRL								
					NRM								
					NRN<IH>								
					NRNZ								
					NRPSU								
					NRRL								
					NRRL<IH>								
					NRS								
					NRWC								
					NRZM								
					NS<IH>								
					NSAC<IH>								
					NSCA<IH>								
					NSCNFB								
					NSDA<IH>								
					NSK<IH>								
					NSM								
					NSM<IH>								
					NSMC								
					NSMC<IH>								
					NSMHS								
					NSMK								
					NSMT								
					NSMW								
					NSNR								
					NSPM<IH>								
					NSRF<IH>								
					NSS<IH>								
					NSU								
					NSUL								
					NSW<IH>								
					NSWA								
					NSWF<IH>								
					NSWGS								
					NSYU								
					NT								
					NT<IH>								
					NTCCI								
					NTDPIF								
					NTLN<IH>								
					NTM<IH>								
					NTN<IH>								
					NTNU								
					NTNU-VM								
					NTOU								
					NTS<IH>								
					NTSC<IH>								
					NTUC								
					NTUF<IH>								
					NTUM								
					NTUMA								
					NU								
					NU<IH>								
					NUA								
					NUM<IH>								
					NUOL								
					NUSDM								
					NUSMBS								
					NUV<IH>								
					NUVC								
					NVDA								
					NVMC								
					NVRL								
					NVRW								
					NWAU								
					NWC								
					NWFC<IH>								
					NWH<IH>								
					NWK<IH>								
					NWMSU								
					NWOSU<IH>								
					NWSW								
					NWT<IH>								
					NWTC<IH>								
					NWU<IH>								
					NWUB<IH>								
					NX<IH>								
					NXAC<IH>								
					NXF<IH>								
					NY<IH>								
					NYA<IH>								
					NYAS<IH>								
					NYBG								
					NYS								
					NYSM								
					NYZS								
					NZAC								
					NZCS								
					NZFRI<IH>								
					NZFS								
					NZOI								
					NZRD								
					NZRM								
					NZRP								
					NZSI								
					NoF								
					O<IH>								
					OAC<IH>								
					OAKL<IH>								
					OAMB								
					OAX<IH>								
					OAXM								
					OBG								
					OBI<IH>								
					OBPF<IH>								
					OC<IH>								
					OCHA<IH>								
					OCLA<IH>								
					OCM								
					OCNF<IH>								
					OCSA								
					OCU<IH>								
					ODAC								
					ODU<IH>								
					OFC<IH>								
					OGDF<IH>								
					OGL								
					OGU								
					OH<IH>								
					OHBR								
					OHHI<IH>								
					OHM<IH>								
					OHN<IH>								
					OHSC								
					OKA<IH>								
					OKAY<IH>								
					OKL<IH>								
					OKLA<IH>								
					OL<IH>								
					OLAN								
					OLD<IH>								
					OLDM<IH>								
					OLDS<IH>								
					OLE<IH>								
					OLM<IH>								
					OLML								
					OLP<IH>								
					OLTC<IH>								
					OLV<IH>								
					OLYM<IH>								
					OM								
					OMA<IH>								
					OMC								
					OMC<IH>								
					OMJ<IH>								
					OMKH<IH>								
					OMNH								
					OMNHN								
					OMNHO								
					OMNO								
					OMNZ								
					OMP<IH>								
					OMPB								
					OMPG								
					OMPS								
					OMSK<IH>								
					OMSKM<IH>								
					OMUB<IH>								
					ON<IH>								
					ONNC								
					ONP								
					ONPC								
					OOM<IH>								
					OP<IH>								
					OPANM								
					OPM								
					ORE<IH>								
					OREB<IH>								
					ORI								
					ORIS<IH>								
					ORIT								
					ORM<IH>								
					ORSC								
					ORST								
					ORSTOM								
					ORT<IH>								
					ORTN<IH>								
					ORU<IH>								
					OS								
					OS<IH>								
					OSA<IH>								
					OSAC								
					OSAL								
					OSB<IH>								
					OSBU<IH>								
					OSC<IH>								
					OSEC								
					OSH<IH>								
					OSI<IH>								
					OSM								
					OSM<IH>								
					OSMC<IH>								
					OSN<IH>								
					OSU								
					OSUC								
					OSUF<IH>								
					OSUFW								
					OSUMZ								
					OSUO								
					OSUS								
					OSWY<IH>								
					OTA<IH>								
					OTF<IH>								
					OTM								
					OTM<IH>								
					OTSC								
					OTT<IH>								
					OU								
					OUA<IH>								
					OULU<IH>								
					OUM								
					OUPR<IH>								
					OUSM								
					OUT								
					OUVC								
					OVMB<IH>								
					OWU<IH>								
					OXD<IH>								
					OXF<IH>								
					OXM<IH>								
					P<IH>								
					PA<IH>								
					PAC<IH>								
					PACA<IH>								
					PACMA<IH>								
					PAD<IH>								
					PADA								
					PAE<IH>								
					PAL<IH>								
					PALEON								
					PAM<IH>								
					PAMG<IH>								
					PAMP<IH>								
					PAMUH<IH>								
					PAN<IH>								
					PAP<IH>								
					PAR<IH>								
					PARMA<IH>								
					PAS<IH>								
					PASA<IH>								
					PASG								
					PASM<IH>								
					PASSM								
					PAT<IH>								
					PAUH<IH>								
					PAUMC								
					PAUP								
					PAV<IH>								
					PAY<IH>								
					PBC								
					PBF								
					PBH<IH>								
					PBL<IH>								
					PBM<IH>								
					PBP<IH>								
					PBS<IH>								
					PBZT								
					PC<IH>								
					PCC								
					PCE<IH>								
					PCH<IH>								
					PCM								
					PCM<IH>								
					PCMB								
					PCNZ								
					PCU								
					PCU<IH>								
					PCYU								
					PD								
					PDA<IH>								
					PDBK								
					PDD<IH>								
					PDTFAU								
					PE<IH>								
					PECA								
					PECS<IH>								
					PEFO								
					PEI<IH>								
					PEL<IH>								
					PEM								
					PEM<IH>								
					PEN<IH>								
					PENN<IH>								
					PER<IH>								
					PERM<IH>								
					PERTH<IH>								
					PERU<IH>								
					PES<IH>								
					PESA<IH>								
					PET<IH>								
					PEU<IH>								
					PEUFR<IH>								
					PEY<IH>								
					PFC<IH>								
					PFCA								
					PFES<IH>								
					PFI								
					PFRA								
					PFRS<IH>								
					PFSS								
					PGC								
					PGFA<IH>								
					PGL								
					PGM<IH>								
					PGMNH								
					PGR								
					PGRC								
					PGSC								
					PH<IH>								
					PHA<IH>								
					PHARM<IH>								
					PHBL								
					PHEO<IH>								
					PHG<IH>								
					PHIL<IH>								
					PI								
					PI<IH>								
					PIAGR<IH>								
					PICRC<IH>								
					PIHG<IH>								
					PIHU								
					PIKN								
					PIMUI								
					PIMUZ								
					PIN								
					PIN<IH>								
					PINN								
					PIR								
					PIT<IH>								
					PIUU								
					PKDC<IH>								
					PKM<IH>								
					PL<IH>								
					PLAT<IH>								
					PLES<IH>								
					PLFV								
					PLH<IH>								
					PLP<IH>								
					PLU<IH>								
					PLY<IH>								
					PLYMOUTH								
					PLYP<IH>								
					PM								
					PM<IH>								
					PMA								
					PMA<IH>								
					PMAA								
					PMAE<IH>								
					PMAG								
					PMAM								
					PMAU								
					PMB								
					PMBC								
					PMFP								
					PMG								
					PMG<IH>								
					PMH<IH>								
					PMHPS<IH>								
					PMHU								
					PMIG								
					PMJ								
					PMK								
					PMK<IH>								
					PMNH								
					PMNH<IH>								
					PMQ								
					PMR								
					PMS								
					PMS<IH>								
					PMSD								
					PMSL								
					PMSP<IH>								
					PMU								
					PMV								
					PNBG<IH>								
					PNCM-BIOTECH								
					PND<IH>								
					PNG<IH>								
					PNGBRC								
					PNGM								
					PNH<IH>								
					PNICMM-INP								
					PNL<IH>								
					PNM								
					PNPC								
					PNZ<IH>								
					PO								
					PO<IH>								
					POFS<IH>								
					POKM								
					POKM<IH>								
					POL-F								
					POLL<IH>								
					POM<IH>								
					POP<IH>								
					POR<IH>								
					PORE<IH>								
					PORT<IH>								
					PORUN<IH>								
					POZ<IH>								
					POZG<IH>								
					POZM<IH>								
					POZNB<IH>								
					POZW<IH>								
					PPC<IH>								
					PPCC								
					PPCD								
					PPDD								
					PPFI<IH>								
					PPHM								
					PPI<IH>								
					PPIHAS								
					PPIU<IH>								
					PPKMI								
					PPKU1								
					PPKU2								
					PPKU3								
					PPKU4								
					PPKU5								
					PPKU6								
					PPL<IH>								
					PPNP								
					PPPO								
					PPPPB								
					PPRI								
					PPRL<IH>								
					PPRZ								
					PPSIO								
					PPU<IH>								
					PQFC								
					PR<IH>								
					PRA<IH>								
					PRB								
					PRB<IH>								
					PRC<IH>								
					PRE<IH>								
					PREM<IH>								
					PRF<IH>								
					PRG<IH>								
					PRH<IH>								
					PRI<IH>								
					PRICO								
					PRL								
					PRM<IH>								
					PROIMI								
					PRU<IH>								
					PRV<IH>								
					PSAE								
					PSGB<IH>								
					PSK<IH>								
					PSM								
					PSO<IH>								
					PSP<IH>								
					PSS								
					PSS<IH>								
					PSU								
					PSU<IH>								
					PSUB<IH>								
					PSUC								
					PSUMC								
					PSY<IH>								
					PTBG<IH>								
					PTCC								
					PTCCI								
					PTH<IH>								
					PTHL<IH>								
					PTIS<IH>								
					PTN<IH>								
					PTTC								
					PTZ<IH>								
					PU								
					PU-HI								
					PUA<IH>								
					PUC								
					PUC<IH>								
					PUCMNH								
					PUCP								
					PUH<IH>								
					PUL<IH>								
					PUM								
					PUN<IH>								
					PUO								
					PUP<IH>								
					PUR<IH>								
					PURC								
					PUS<IH>								
					PUSC<IH>								
					PVB<IH>								
					PVF								
					PVGB								
					PVHR								
					PVL								
					PVNH<IH>								
					PVPH								
					PVSJ								
					PW								
					PWRC								
					PWU<IH>								
					PY<IH>								
					PYCC								
					PYU<IH>								
					PZL<IH>								
					PZV<IH>								
					PhL								
					Q<IH>								
					QAME<IH>								
					QAP<IH>								
					QBG<IH>								
					QC								
					QCA<IH>								
					QCAZ								
					QCNE<IH>								
					QD<IH>								
					QDC<IH>								
					QDPC								
					QDPI								
					QEF<IH>								
					QF<IH>								
					QFA<IH>								
					QFB<IH>								
					QFBE<IH>								
					QFMQ								
					QFS<IH>								
					QG<IH>								
					QIBX								
					QIMR								
					QK<IH>								
					QM								
					QM<IH>								
					QMB								
					QMC<IH>								
					QMEX<IH>								
					QMOR								
					QMP<IH>								
					QPAR<IH>								
					QPH<IH>								
					QPIM								
					QPLS<IH>								
					QPNRA<IH>								
					QRS<IH>								
					QSA<IH>								
					QTC<IH>								
					QUA<IH>								
					QUC<IH>								
					QUE<IH>								
					QUSF<IH>								
					QVG								
					QVM								
					QVMS								
					QWA<IH>								
					QYTC<IH>								
					R								
					R<IH>								
					RAB<IH>								
					RAF<IH>								
					RAM<IH>								
					RAME								
					RAMK<IH>								
					RAMM<IH>								
					RANG<IH>								
					RARS								
					RAS<IH>								
					RAU<IH>								
					RAW<IH>								
					RB<IH>								
					RBCAR								
					RBCM								
					RBE<IH>								
					RBF								
					RBINS								
					RBR<IH>								
					RBS<IH>								
					RBY<IH>								
					RCAM<IH>								
					RCAT								
					RCB								
					RCC								
					RCDM								
					RCHM<IH>								
					RCHP<IH>								
					RCMC								
					RCN<IH>								
					RCR<IH>								
					RCS								
					RCSL								
					RDAF								
					RDG<IH>								
					RDS<IH>								
					RE<IH>								
					RED<IH>								
					REDM								
					REED<IH>								
					REG<IH>								
					REGGIO<IH>								
					RELC<IH>								
					REN<IH>								
					RENO<IH>								
					RENZ<IH>								
					REP<IH>								
					RESC<IH>								
					REU<IH>								
					RFA<IH>								
					RFE<IH>								
					RFFP<IH>								
					RFNS<IH>								
					RGM								
					RGMC								
					RGY<IH>								
					RHK<IH>								
					RHLCY								
					RHM<IH>								
					RHMC<IH>								
					RHMD<IH>								
					RHMU								
					RHS								
					RHT<IH>								
					RI<IH>								
					RIA								
					RIB								
					RIBM								
					RICK<IH>								
					RICP								
					RIFAV								
					RIFFL								
					RIFY								
					RIG<IH>								
					RIGB<IH>								
					RIGG<IH>								
					RIM<IH>								
					RIMD								
					RIN<IH>								
					RIOC<IH>								
					RIPO								
					RITFC								
					RIVE								
					RIVE<IH>								
					RIY<IH>								
					RIZ<IH>								
					RKT<IH>								
					RLS<IH>								
					RM								
					RM<IH>								
					RMA								
					RMBL								
					RMBL<IH>								
					RMBR								
					RMCA								
					RMDRC								
					RMF								
					RMFM								
					RMNH								
					RMNHD								
					RMNP								
					RMRC								
					RMS<IH>								
					RMSC								
					RMTV<IH>								
					RMWC<IH>								
					RNG<IH>								
					RNMUT<IH>								
					RO<IH>								
					ROAN<IH>								
					ROCH<IH>								
					ROHB<IH>								
					ROIG<IH>								
					ROM								
					ROME								
					ROML<IH>								
					ROMO								
					RON<IH>								
					ROO<IH>								
					ROPA<IH>								
					ROPV<IH>								
					ROST<IH>								
					ROV<IH>								
					ROZ<IH>								
					RPM<IH>								
					RPMH								
					RPN<IH>								
					RPPMC								
					RPPR<IH>								
					RPSC<IH>								
					RPSP								
					RPTN<IH>								
					RRCBI<IH>								
					RRIASR								
					RRJ								
					RRLB<IH>								
					RRLH<IH>								
					RSA<IH>								
					RSCS								
					RSDR<IH>								
					RSKK								
					RSM								
					RSU<IH>								
					RSY<IH>								
					RTE<IH>								
					RTHM<IH>								
					RTMP								
					RU<IH>								
					RUBL<IH>								
					RUDZ								
					RUEB<IH>								
					RUH<IH>								
					RUHV<IH>								
					RUIC								
					RUNYON<IH>								
					RUPP<IH>								
					RUSI								
					RUSU<IH>								
					RUT<IH>								
					RUTPP<IH>								
					RUY<IH>								
					RV								
					RV<IH>								
					RVP								
					RWBG<IH>								
					RWC								
					RWDN<IH>								
					RWPM<IH>								
					RYCC								
					RYD<IH>								
					RYU<IH>								
					Rh-EF								
					S-009								
					S<IH>								
					SA								
					SAAR<IH>								
					SAAS<IH>								
					SAB<IH>								
					SACA								
					SACC								
					SACL<IH>								
					SACON								
					SACS								
					SACT<IH>								
					SAFB<IH>								
					SAFU<IH>								
					SAG								
					SAIAB								
					SAIM								
					SAIMR								
					SAITP								
					SAK<IH>								
					SAKH<IH>								
					SAL<IH>								
					SALA<IH>								
					SALAF<IH>								
					SALF<IH>								
					SALFM<IH>								
					SALLE<IH>								
					SAM								
					SAM<IH>								
					SAMA								
					SAMC								
					SAMF<IH>								
					SAMU<IH>								
					SAN<IH>								
					SANBI								
					SANC								
					SANT<IH>								
					SANU<IH>								
					SAO								
					SAP<IH>								
					SAPA<IH>								
					SAPCL<IH>								
					SAPS<IH>								
					SAR<IH>								
					SARA<IH>								
					SARAT<IH>								
					SARBG<IH>								
					SARC<IH>								
					SAS								
					SASK<IH>								
					SASSA<IH>								
					SASSC								
					SASY<IH>								
					SAT<IH>								
					SAU								
					SAU<IH>								
					SAUF<IH>								
					SAUT<IH>								
					SAV<IH>								
					SAWV<IH>								
					SB<IH>								
					SBBG<IH>								
					SBC<IH>								
					SBCC<IH>								
					SBCM								
					SBDE								
					SBG<IH>								
					SBKA								
					SBM								
					SBM<IH>								
					SBMNH								
					SBNHM								
					SBR								
					SBSC<IH>								
					SBSFU								
					SBT<IH>								
					SBU<IH>								
					SBUG								
					SBY<IH>								
					SC<IH>								
					SCA<IH>								
					SCAC								
					SCAR<IH>								
					SCARB<IH>								
					SCB<IH>								
					SCCAP								
					SCCBC<IH>								
					SCCN<IH>								
					SCDH								
					SCFI<IH>								
					SCFQ<IH>								
					SCFS<IH>								
					SCH<IH>								
					SCHG<IH>								
					SCHN<IH>								
					SCL<IH>								
					SCM<IH>								
					SCN								
					SCNHM								
					SCNU<IH>								
					SCP<IH>								
					SCPS<IH>								
					SCR<IH>								
					SCS<IH>								
					SCSC								
					SCSFRI								
					SCSG<IH>								
					SCSM								
					SCT<IH>								
					SCU<IH>								
					SCUF								
					SCZ<IH>								
					SD<IH>								
					SDAKS								
					SDAU<IH>								
					SDC<IH>								
					SDCM<IH>								
					SDFI<IH>								
					SDFS<IH>								
					SDI<IH>								
					SDM								
					SDM<IH>								
					SDMP<IH>								
					SDN<IH>								
					SDNCU								
					SDNH<IH>								
					SDNHM								
					SDNU<IH>								
					SDSM								
					SDSU								
					SDSU<IH>								
					SDU<IH>								
					SEAC								
					SEAMEO								
					SEBR								
					SECM								
					SEFES<IH>								
					SEFSC								
					SEIG								
					SEL<IH>								
					SELU<IH>								
					SEMC								
					SEMIA								
					SEMK								
					SEMM								
					SEMO<IH>								
					SERC								
					SERG<IH>								
					SERO<IH>								
					SES<IH>								
					SETON								
					SEV<IH>								
					SEVF<IH>								
					SEY<IH>								
					SF<IH>								
					SFAC								
					SFB<IH>								
					SFC								
					SFD<IH>								
					SFDK								
					SFDL<IH>								
					SFDN<IH>								
					SFI								
					SFPA<IH>								
					SFRF<IH>								
					SFRP<IH>								
					SFRS								
					SFS<IH>								
					SFSU<IH>								
					SFT<IH>								
					SFU								
					SFUC								
					SFUV<IH>								
					SFV<IH>								
					SFVS								
					SG<IH>								
					SGBAU-DBTC								
					SGBH<IH>								
					SGE<IH>								
					SGEL<IH>								
					SGGS<IH>								
					SGMA								
					SGN<IH>								
					SGO<IH>								
					SGSC								
					SGWG								
					SH<IH>								
					SHB<IH>								
					SHC<IH>								
					SHCP								
					SHCT<IH>								
					SHD<IH>								
					SHDC<IH>								
					SHG<IH>								
					SHI<IH>								
					SHIN<IH>								
					SHJ<IH>								
					SHM								
					SHM<IH>								
					SHMC								
					SHMH<IH>								
					SHMI<IH>								
					SHMU<IH>								
					SHOR<IH>								
					SHSND								
					SHST<IH>								
					SHSU								
					SHTC<IH>								
					SHTU<IH>								
					SHY<IH>								
					SHYAN<IH>								
					SHYB<IH>								
					SHYL<IH>								
					SHYN<IH>								
					SHYP<IH>								
					SI<IH>								
					SIAC								
					SIAC<IH>								
					SIB<IH>								
					SIBAC								
					SIBS<IH>								
					SICH<IH>								
					SIEMEA								
					SIENA<IH>								
					SIF								
					SIFS<IH>								
					SIGMA<IH>								
					SIIS								
					SIM<IH>								
					SIMF<IH>								
					SIMS<IH>								
					SING<IH>								
					SINU<IH>								
					SIO								
					SITC<IH>								
					SIU<IH>								
					SIUC								
					SIUCM								
					SIUE								
					SIZK								
					SJ<IH>								
					SJAC								
					SJC<IH>								
					SJCA								
					SJCRY<IH>								
					SJER								
					SJFM<IH>								
					SJNM<IH>								
					SJPC								
					SJRP<IH>								
					SJSC								
					SJSU								
					SJUBC								
					SK<IH>								
					SKK<IH>								
					SKM<IH>								
					SKN<IH>								
					SKR<IH>								
					SKT<IH>								
					SKU								
					SKU<IH>								
					SKUK								
					SL<IH>								
					SLBI<IH>								
					SLC<IH>								
					SLFC<IH>								
					SLJG								
					SLL<IH>								
					SLO<IH>								
					SLPM<IH>								
					SLRO<IH>								
					SLSC								
					SLSK<IH>								
					SLTC<IH>								
					SLU								
					SLU<IH>								
					SLUB								
					SLUBGH<IH>								
					SLUM								
					SM								
					SM<IH>								
					SMAO<IH>								
					SMB<IH>								
					SMBB<IH>								
					SMBL								
					SMC								
					SMCC								
					SMCC-W								
					SMCW<IH>								
					SMDB<IH>								
					SME								
					SMF								
					SMF<IH>								
					SMH<IH>								
					SMI<IH>								
					SMIP								
					SMJM								
					SMK								
					SMKM								
					SMM								
					SMMC								
					SMN<IH>								
					SMNG								
					SMNH								
					SMNK								
					SMNS								
					SMOC								
					SMP								
					SMPM								
					SMR<IH>								
					SMRG								
					SMRS<IH>								
					SMS<IH>								
					SMSM								
					SMTWA								
					SMU								
					SMU<IH>								
					SMVM								
					SMW								
					SMW<IH>								
					SMWN								
					SMWU								
					SN<IH>								
					SNC<IH>								
					SNCBSH								
					SNGM								
					SNHM								
					SNHS<IH>								
					SNM								
					SNM<IH>								
					SNMB								
					SNMBR								
					SNMC								
					SNMG								
					SNMNH								
					SNOMNH								
					SNP<IH>								
					SNPH<IH>								
					SNU<IH>								
					SNUA<IH>								
					SNW<IH>								
					SO<IH>								
					SOA<IH>								
					SOB<IH>								
					SOC<IH>								
					SOF<IH>								
					SOFM								
					SOFRI								
					SOGS								
					SOIC								
					SOKO<IH>								
					SOM<IH>								
					SOMF<IH>								
					SOSCMVNH								
					SOSN<IH>								
					SOSSRC								
					SOTO<IH>								
					SOTON<IH>								
					SOUT<IH>								
					SP<IH>								
					SPA<IH>								
					SPAL<IH>								
					SPB<IH>								
					SPC<IH>								
					SPF<IH>								
					SPFR<IH>								
					SPH<IH>								
					SPI<IH>								
					SPL<IH>								
					SPLT<IH>								
					SPM								
					SPMCC								
					SPMO								
					SPMS<IH>								
					SPN<IH>								
					SPNRI								
					SPR<IH>								
					SPRY<IH>								
					SPSF<IH>								
					SPT<IH>								
					SPTS<IH>								
					SPWH<IH>								
					SQF<IH>								
					SR<IH>								
					SRAICC								
					SRCG<IH>								
					SRD<IH>								
					SRF<IH>								
					SRFA<IH>								
					SRGH<IH>								
					SRI								
					SRNP								
					SRP<IH>								
					SRR<IH>								
					SRRC								
					SRS<IH>								
					SRSC<IH>								
					SRSU								
					SS<IH>								
					SSC								
					SSCMU								
					SSCN								
					SSD								
					SSF								
					SSI								
					SSIC								
					SSJC<IH>								
					SSKKU								
					SSL								
					SSLP<IH>								
					SSM								
					SSMF<IH>								
					SSMJI								
					SSMM<IH>								
					SSMS								
					SSNR								
					SSOFM								
					SSPW<IH>								
					SSU								
					SSUC<IH>								
					ST<IH>								
					STA<IH>								
					STAL<IH>								
					STAR<IH>								
					STASH<IH>								
					STB<IH>								
					STC								
					STCR<IH>								
					STD<IH>								
					STDCM<IH>								
					STE<IH>								
					STEU<IH>								
					STFX<IH>								
					STG<IH>								
					STH<IH>								
					STI<IH>								
					STIU<IH>								
					STK<IH>								
					STL<IH>								
					STM								
					STM<IH>								
					STMC								
					STO<IH>								
					STP<IH>								
					STPCM<IH>								
					STPE<IH>								
					STPH<IH>								
					STPS<IH>								
					STR<IH>								
					STRI<IH>								
					STS<IH>								
					STT<IH>								
					STU<IH>								
					STUM								
					SU								
					SU<IH>								
					SUA<IH>								
					SUB								
					SUCEA								
					SUCH<IH>								
					SUCN								
					SUCO<IH>								
					SUD<IH>								
					SUEL								
					SUF								
					SUFA<IH>								
					SUHC<IH>								
					SUI								
					SUK<IH>								
					SUM								
					SUM<IH>								
					SUN<IH>								
					SUND<IH>								
					SUNIV<IH>								
					SUNYO								
					SURCO<IH>								
					SUU<IH>								
					SUVA<IH>								
					SUVM								
					SUWS<IH>								
					SV<IH>								
					SVCK								
					SVER<IH>								
					SVG<IH>								
					SVIEC								
					SVUTY<IH>								
					SVVC								
					SWA<IH>								
					SWAU<IH>								
					SWBR<IH>								
					SWC								
					SWC<IH>								
					SWCTU<IH>								
					SWE<IH>								
					SWF<IH>								
					SWFC<IH>								
					SWFSC								
					SWIBASC								
					SWMT<IH>								
					SWN<IH>								
					SWNHS<IH>								
					SWRC								
					SWRS								
					SWSL<IH>								
					SWT<IH>								
					SWTN<IH>								
					SWU2								
					SWU<IH>								
					SXAU<IH>								
					SXDC<IH>								
					SXIM<IH>								
					SXMP<IH>								
					SXU<IH>								
					SY<IH>								
					SYAU<IH>								
					SYAUF<IH>								
					SYD<IH>								
					SYKO<IH>								
					SYKT<IH>								
					SYPC<IH>								
					SYR<IH>								
					SYRF<IH>								
					SYS<IH>								
					SYSU<IH>								
					SYT<IH>								
					SZ<IH>								
					SZB<IH>								
					SZCU								
					SZCZ<IH>								
					SZE								
					SZE<IH>								
					SZG<IH>								
					SZL<IH>								
					SZM								
					SZMC								
					SZMN								
					SZPT								
					SZU<IH>								
					SlgInnsb								
					T								
					TA								
					TAA<IH>								
					TAAM								
					TAAM<IH>								
					TAC<IH>								
					TAD<IH>								
					TAES<IH>								
					TAFIRI								
					TAI<IH>								
					TAIC<IH>								
					TAIE<IH>								
					TAIF<IH>								
					TAIM<IH>								
					TAIU								
					TAK<IH>								
					TAL<IH>								
					TALE<IH>								
					TALL<IH>								
					TAM<IH>								
					TAMA								
					TAMU<IH>								
					TAN<IH>								
					TANE<IH>								
					TAR<IH>								
					TARI								
					TARI<IH>								
					TASH<IH>								
					TASM<IH>								
					TAU								
					TAU<IH>								
					TAUF<IH>								
					TAWES<IH>								
					TB<IH>								
					TBG								
					TBGT<IH>								
					TBI<IH>								
					TBIP<IH>								
					TBPH<IH>								
					TBY<IH>								
					TCB<IH>								
					TCC								
					TCC/USP								
					TCD<IH>								
					TCDL<IH>								
					TCDU								
					TCF<IH>								
					TCMM								
					TCNM								
					TCSW<IH>								
					TCWC								
					TDA								
					TDAH								
					TDC<IH>								
					TDMP								
					TDN<IH>								
					TDNA								
					TDY<IH>								
					TEA<IH>								
					TEB<IH>								
					TECLA<IH>								
					TEF<IH>								
					TEFH<IH>								
					TEH<IH>								
					TELA<IH>								
					TELY<IH>								
					TENHS<IH>								
					TENN<IH>								
					TEPB<IH>								
					TER<IH>								
					TESC								
					TEU<IH>								
					TEUI<IH>								
					TEX<IH>								
					TEXA<IH>								
					TF								
					TF<IH>								
					TFA<IH>								
					TFAV<IH>								
					TFC								
					TFC<IH>								
					TFD<IH>								
					TFDA								
					TFIC								
					TFM<IH>								
					TFMC<IH>								
					TFRI								
					TGM<IH>								
					TGPI								
					TGRC								
					TGU<IH>								
					TH<IH>								
					THBC								
					THIB<IH>								
					THIM<IH>								
					THL<IH>								
					THO<IH>								
					THRI<IH>								
					THS<IH>								
					THUP								
					TI								
					TI<IH>								
					TIC<IH>								
					TIE<IH>								
					TIK<IH>								
					TIMGP								
					TIMJ								
					TIMM								
					TIPR<IH>								
					TISTR								
					TIU								
					TJDC<IH>								
					TJMP<IH>								
					TK<IH>								
					TKB<IH>								
					TKNM<IH>								
					TKPM<IH>								
					TKU<IH>								
					TL<IH>								
					TLA<IH>								
					TLF<IH>								
					TLHR								
					TLJ<IH>								
					TLM<IH>								
					TLMF								
					TLON<IH>								
					TLP<IH>								
					TLS<IH>								
					TLXM<IH>								
					TM								
					TM<IH>								
					TMAG								
					TMAL<IH>								
					TMBS								
					TMC								
					TMDU								
					TMFE								
					TMH								
					TMHN								
					TMI<IH>								
					TMM								
					TMMC								
					TMNH								
					TMP								
					TMP<IH>								
					TMRC<IH>								
					TMS								
					TMSA								
					TMTC								
					TNAU								
					TNFC<IH>								
					TNFS<IH>								
					TNHC								
					TNHM								
					TNM<IH>								
					TNP<IH>								
					TNS<IH>								
					TNSC								
					TNU<IH>								
					TNZ								
					TO<IH>								
					TOD<IH>								
					TOFO<IH>								
					TOGO<IH>								
					TOGR<IH>								
					TOHO<IH>								
					TOKE<IH>								
					TOLI<IH>								
					TOM								
					TOM<IH>								
					TON<IH>								
					TONG<IH>								
					TOR<IH>								
					TOU<IH>								
					TOYA<IH>								
					TPII								
					TPNG								
					TPV<IH>								
					TR<IH>								
					TRA<IH>								
					TRD<IH>								
					TRE<IH>								
					TRES<IH>								
					TRH<IH>								
					TRIN<IH>								
					TRM<IH>								
					TRN<IH>								
					TRO<IH>								
					TROM<IH>								
					TROY<IH>								
					TRPM<IH>								
					TRT<IH>								
					TRTC<IH>								
					TRTE<IH>								
					TRTS<IH>								
					TRU<IH>								
					TRV<IH>								
					TS<IH>								
					TSB<IH>								
					TSC								
					TSM<IH>								
					TSMHN								
					TSSMC								
					TSTN<IH>								
					TSU<IH>								
					TSY								
					TSZ								
					TTC<IH>								
					TTCC								
					TTMB								
					TTN<IH>								
					TTRS<IH>								
					TTU								
					TTY<IH>								
					TU								
					TU <DE>								
					TU<IH>								
					TUAT<IH>								
					TUB<IH>								
					TUBSB								
					TUC<IH>								
					TUCH<IH>								
					TUFIL								
					TUFT<IH>								
					TUH<IH>								
					TULE								
					TULS<IH>								
					TULV<IH>								
					TUMH								
					TUMH<IH>								
					TUN<IH>								
					TUNG<IH>								
					TUP<IH>								
					TUPH								
					TUR<IH>								
					TURA<IH>								
					TURP<IH>								
					TUS<IH>								
					TUSG<IH>								
					TUT<IH>								
					TUTC								
					TV								
					TVBG<IH>								
					TVY<IH>								
					TWC								
					TWRA								
					TYF<IH>								
					TZM								
					TsGM								
					TsNIGRI								
					U<IH>								
					UA								
					UAAAC								
					UAAH<IH>								
					UAAM								
					UAB								
					UABC								
					UABCS								
					UAC<IH>								
					UACC								
					UADBA								
					UADY<IH>								
					UAEM								
					UAGC<IH>								
					UAIC								
					UALRVC								
